Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Chai Waale,2018,Chennai,Consumer Goods And Services,Given the rising trend in the number of tea stalls in the city,Vidur Maheswari,"Gunavanth Vaid, Bharat Kumar Sohanraj",238000.0,Debt,2020
Deepsync,2018,Bangalore,Technology And Software,"Deepsync is a revolutionary way to record your content, without you really speaking.","Ishan Sharma, Rishikesh Kumar",Venkat Raju,300000.0,Debt,2020
Byju’s,2011,Bangalore,Education And Learning,An Indian educational technology and online tutoring firm,Byju Raveendran,"Owl Ventures, Tiger Global Management",500000000.0,Scaling,2020
ConnectedH,2016,Gurgaon,Healthcare And Health Technology,The company’s vision is simple – Connected Healthcare.,"Shubham Gupta, Suresh Singh",Not filled,4000000.0,Debt,2020
Reliance Retail,2006,Mumbai,E-Commerce And Retail,"Retailer delivering superior value to its customers, suppliers and shareholders.",Mukesh Ambani,Silver Lake Partners,10220000.0,Equity,2020
QShala,2014,Bangalore,Education And Learning,A platform that helps kids learn about life skills,"Sachin Ravi, Raghav Chakravarthy",Not filled,300000.0,Debt,2020
Pitstop,2015,Bangalore,Technology And Software,"Pitstop owns and operates a network of garages that provides car repair, detailing",Mihir Mohan Mishra,"Clairvest Group, Ontario Centres of Excellence",1020000.0,Debt,2020
Zomato,2008,Haryana,Consumer Goods And Services,Get online food delivery from restaurants near you,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",100000000.0,Equity,2020
Customfit ai,2019,Bangalore,Technology And Software,Operates on a SaaS model by providing a hyper-personalised website to users.,"Ashwin Kumar, Shoaib Mohammed",Not filled,4000000.0,Debt,2020
Hire Me Car,2015,Noida,Transport And Logistics,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,Anmol Singh Jaggi,US based NRI Investors,4000000.0,Validation,2020
Oga Fit,2017,Bangalore,Technology And Software,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat,"Inflection Point Ventures, Mitesh Shah",4000000.0,Validation,2020
ShipsKart,2018,New Delhi,E-Commerce And Retail,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.","Dhruv Sawhney, Vivek Sahi, Sunny Bagla",Betatron,200000.0,Validation,2020
Financepeer,2017,Mumbai,Education And Learning,Financepeer is an AI based peer to peer lending platform.,"Debi Prasad Baral, Naveesh Reddy, Rohit Gajbhiye, Sunit Gajbhiye","Ravi Sanghvi, PitchRight Venture",3000000.0,Validation,2020
Cashify,2009,Gurugram,E-Commerce And Retail,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",10000000.0,Debt,2020
Etrio,2017,Hyderabad,Energy And Environment,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",Deepak MV,HNIs,3000000.0,Early Traction,2020
Codeyoung,2019,Bangalore,Education And Learning,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,"Shailendra Dhakad, Rupika Taneja",Guild Capital,4000000.0,Validation,2020
StayQrious,2020,Bangalore,Education And Learning,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.","Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,2000000.0,Validation,2020
Sunstone Eduversity,2014,Gurugram,Education And Learning,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,3000000.0,Early Traction,2020
Infilect,2015,Bangalore,Technology And Software,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",1500000.0,Validation,2020
MobiGarage,2017,New Delhi,E-Commerce And Retail,An ecommerce platform for refurbished electronics.,"Vaibhav Kapoor, Pulkit Kapoor",Not filled,4000000.0,Validation,2020
Samunnati,2014,Chennai,Agriculture And Technology,Samunnati is a financial service provider focused on agri value chains.,Anil Kumar,"responsAbility, Accel",20000000.0,Debt,2020
WeInnovate Biosolutions,2016,Pune,Technology And Software,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures,4000000.0,Validation,2020
Smallcase,2015,Bangalore,Finance And Technology,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",13400000.0,Scaling,2020
AFK Gaming,2012,Mumbai,Technology And Software,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,Nishant Patel,Not filled,200000.0,Validation,2020
mCaffeine,2015,Mumbai,Consumer Goods And Services,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",2900000.0,Scaling,2020
Origa,2013,Andheri,Finance And Technology,The charioteer of your growth at all times.,Shrirang Tambe,"500 Startups, ah! Ventures",2000000.0,Debt,2020
GullyBuy Software,2019,Pune,Technology And Software,To deliver a solution that will provide shopping convenience to every consumer in India,Shirish Deodhar,Not filled,543000.0,Validation,2020
Recordent,2019,Hyderabad,Finance And Technology,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,Harish Mamtani,Not filled,4000000.0,Validation,2020
MPL,2018,Bangalore,Technology And Software,Mobile Premier League is the mobile e-Sports platform based in India.,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",90000000.0,Scaling,2020
Onsitego,2010,Mumbai,Consumer Goods And Services,Onsitego is a customer service company for device and appliance repairs.,Kunal Mahipal,"Accel, Zodius Capital",30000000.0,Scaling,2020
Servify,2015,Mumbai,Technology And Software,Servify is a self-learning platform that provides device management services and warranty solutions.,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000.0,Scaling,2020
ShareChat,2015,Bangalore,Media And Entertainment,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",40000000.0,Scaling,2020
Rephrase.ai,2018,Bangalore,Technology And Software,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",1500000.0,Validation,2020
Melorra,2015,Bangalore,E-Commerce And Retail,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",8090000.0,Debt,2020
FabHotels,2014,Gurugram,Consumer Goods And Services,FabHotels is a network of 3 star budget hotels in India,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1030000.0,Scaling,2020
EkAnek,2018,New Delhi,Technology And Software,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",5040000.0,Debt,2020
Cub McPaws,2018,Mumbai,Technology And Software,Cub McPaws is a kids clothing brand.,"Shah, Abhay Bhat",Venture Catalysts,800000.0,Validation,2020
Zimyo,2018,Gurgaon,Technology And Software,Employee experience platform that empowers organizations to manage and retain great talent!,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",1500000.0,Validation,2020
PumPumPum,2018,Gurgaon,Automotive,Pumpumpum is a car rental company,"Tarun Lawadia, Sameer Kalra",Not filled,360000.0,Debt,2020
Burgerama,2018,Gurgaon,Consumer Goods And Services,Burgerama is a unit of Junket Foods Private Limited,Kabir Bose,"Madison, Anicut",4000000.0,Validation,2020
Moms Co,2016,Gurgaon,Healthcare And Health Technology,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",8000000.0,Scaling,2020
FPL Technologies,2019,Pune,Finance And Technology,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",10000000.0,Early Traction,2020
FITTR,2016,Pune,Technology And Software,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,2000000.0,Validation,2020
Illumnus,2018,Pune,Education And Learning,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities","Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,100000.0,Validation,2020
CashKaro,2012,Gurgaon,E-Commerce And Retail,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",10000000.0,Scaling,2020
Newton School,2019,Bangalore,Education And Learning,Newton School is a platform to learn and develop skills,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,650000.0,Validation,2020
Airmeet,2019,Bangalore,Technology And Software,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Early Traction,2020
InCred,2016,Mumbai,Finance And Technology,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Bhupinder Singh,"Pushpak Credit, Fiscal",5000000.0,Debt,2020
Toppr,2013,Mumbai,Education And Learning,Toppr is an Indian educational technology and online tutoring firm,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",35000000.0,Scaling,2020
CarTrade,2009,Mumbai,Technology And Software,Buy and Sell Used Cars,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Scaling,2020
LEAD School,2012,Mumbai,Education And Learning,Offers a high-end digital classroom system focused on enhancing the learning experience,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",28000000.0,Scaling,2020
Servify,2015,Mumbai,Technology Solutions For Industry,"Enables top OEMs & ODMs in device distribution, sales, warranty",Sreevathsa Prabhakar,"Blume Ventures, Tetrao",11370000.0,Scaling,2020
Lido Learning,2019,Mumbai,Education And Learning,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",Sahil Sheth,"BAce Capital, Madhur Deora",7500000.0,Scaling,2020
Apna.co,2019,Bangalore,Human Resources And Consultancy,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",8000000.0,Early Traction,2020
Quintype Technologies,2014,Bangalore,Technology And Software,"Building a suite of digital publishing solutions to simplify content creation, distribution",Amit Rathore,"IIFL Asset Management, Raghav Bahl",325000.0,Early Traction,2020
Dunzo,2014,Bangalore,Technology And Software,Order online and get free delivery from your nearby restaurants,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",28000000.0,Scaling,2020
Entropik,2016,Bangalore,Technology And Software,Gain insights into human emotions with AI-powered platform affect lab.,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Early Traction,2020
Livspace,2014,Bangalore,Real Estate And Housing,Interior design marketplace that connects interior designers,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",9000000.0,Scaling,2020
Ultraviolette Automotive,2015,Bangalore,Technology Solutions For Industry,Industries Automotive Electric Vehicle Energy Energy Storage,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,410000.0,Scaling,2020
WinZO,2016,New Delhi,Consumer Goods And Services,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",18000000.0,Scaling,2020
SenseHawk,2016,Bangalore,Energy And Environment,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",5000000.0,Early Traction,2020
Railofy,2019,Mumbai,Transport And Logistics,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Validation,2020
Eloelo,2020,Bangalore,E-Commerce And Retail,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Saurabh Pandey, Akshay Dubey",Not filled,450000.0,Validation,2020
Aibono,2014,Bangalore,Agriculture And Technology,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Validation,2020
BuildPan,2019,Indore,Technology And Software,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Validation,2020
Homelane,2014,Bangalore,Construction And Home Services,Explore 1000's of fully customizable home interior designs.,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Validation,2020
MyGlamm,2015,Mumbai,Fashion And Apparel,Buy Makeup kit & Cosmetics Products from international makeup brand,Darpan Sanghvi,Bessemer Venture Partners,1000000.0,Scaling,2020
Aviom,2016,New Delhi,Finance And Technology,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Kajal Ilmi,"Insitor Partners, C4D Partners",682000.0,Debt,2020
Flinto,2013,Chennai,Education And Learning,Flintobox is an India-based company that produces educational activity boxes for children,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",7000000.0,Early Traction,2020
